,message,category
12,"After the birth of a child, Alesya Kafelnikova recorded an unexpected track about casual sex in a hotel with a random poor guy. I especially liked the line “Chanel is on my pussy and I need a beast.” For those who do not get off mephedrone, it may even fly. In general, it feels like this track was recorded under the hashtag #faravernis",2
13,"The mother of the Kardashian family gathered her thoughts for a long time and decided to launch her “information product” about how to “make yourself”. Well, first you need to find a very rich husband. And there will already be free time for doing yourself.",2
14,"Some completely infernal story about Ricky Martin. The singer faces 50 years in prison for having an intimate relationship with his nephew. “According to the victim, Ricky Martin showed physical and psychological aggression during a relationship that lasted for seven months. Given that the applicant is his own nephew, the artist faces a completely different punishment. Ricky Martin could be sentenced to 50 years in prison.” Allegations of domestic violence against the singer were filed on July 2, but the identity of the complainant was not revealed at the time.",2
15,"Shatunov, unlike other musicians, was not at all a toxic person, did not go out of his mind and did not get dirty in politics, like many of his peers. It's sad of course(",2
16,"TV-3 starts casting participants in the ""House of Fulfillment of Desires"" from Blinovskaya. They promise as many as two projects: the travel show ""Wish Fulfillment House"" and ""cooking show about relationships."" In two cities of Russia - Novosibirsk and Rostov-on-Don - castings will be held offline. Why these particular cities were chosen is not clear. Apparently, according to the experience of producers, the largest number of people live there. So to say, the target audience is concentrated. In general, this case is about the fact that we have not even heard about the institution of reputation. After Sobchak’s public idiocy and rudeness and endless stories, “I didn’t think I would have to leave the country to build a business in Dubai” after February 24, the information gypsy is back on horseback. And on TV.",2
17,"After ""Ozark"" and ""Home with Servants"" she arranged for herself a marathon of ""Office"". Today I read that Lego, it turns out, released a set based on the series. The set will be on sale from October, the cost will be $120. There is a company office, 15 figurines of employees, Easter eggs in the form of a stapler in jelly or spilled chili sauce.",2
18,"When I see the President of Syria, I can't help but think that this is Kendall Roy from The Heirs.",2
19,"In Germany, Damien Hirst's installation with live flies was dismantled at the request of animal rights activists. Violation of the rights of flies.Hirst's work is a glass box divided in half. Fly larvae are placed in one part of it, which, after hatching, fly through a hole in the partition in the second half of the work to a source of artificial lighting. There, a powerful lighting element kills insects by burning them on contact. Thus, as conceived by the artist, the installation shows the viewer ""a life cycle in a shop window"". The work was exhibited as part of the exhibition Power! Light! (“Energy! Light!”), dedicated to the negative impact of artificial lighting on the environment.",2
20,"Now the Balenciaga brand is associated primarily with Demna and his ideas, but today I would like to talk about the founder of the brand. Cristobal Balenciaga dressed the Spanish royal family and the aristocracy. In Paris, he settled on Avenue George V in August 1937. For the first two years after the opening, the French press praised Balenciaga as a revolutionary. The popularity of Balenciaga was so great that even during the Second World War, clients, risking their safety, came to Paris to see his novelties. In 1960, he designed a wedding dress for the future Belgian Queen Fabiola. Jackie Kennedy willingly bought expensive Balenciaga creations, upsetting John F. Kennedy, who feared that the American public might think that spending on purchases was too high. Balenciaga and his protégé Givenchy believed that Christian Dior succeeded in the fashion industry in many ways by copying silhouettes and tailoring Balenciaga, presenting them as his own original work.",2
21,"Then I recently saw a photo of Barnabas from the opening of some kind of restik and immediately thought that she probably had problems in a relationship. Dried up like a mummy and completely unlike herself, she looks like a ghost. Some kind of prehistoric bird from the museum of paleontology. It just got creepy. Yes, and her face somehow changed, apparently, she resorted to some experiments. And yesterday I read that Varnava and Molochnikov are all, break. According to preliminary data, this brat played tricks with two rather nondescript actresses from the theater on Malaya Bronnaya while he was in a relationship with the spectacular Katyusha.",2
22,"The non-blogger and non-businessman Kurban seems to have imagined himself to be Hunter Biden and went all out. At first I chose a “lighter” for myself in some kind of viper, and settled on two. Apparently, he was completely starving with the frigid Borodina. Then he lit up cheap prostitutes in a cheap hotel. And okay, he has the right, but why do all this in front of his fourteen-year-old son? And this hand gesture in front of Omar Omarov’s face is very jarring when Kurban shows that it’s time for him to “suck a pacifier”. Where are the guardianship authorities when they are so needed?",2
23,"The kids secretly got married in Las Vegas. Congratulations and a reminder of how Ben proposed to Jennifer for the second time."" On Saturday night I was at my favorite place on earth (lying in a bubble bath), and then my dear man got down on one knee and proposed. He took me by surprise. I just looked into his eyes, smiling and crying at the same time, struggling to accept the fact that 20 years later it was happening again. I was literally speechless, and then Ben said: ""Is that right?"" of course it is YES!",2
24,"Uniform of FC Venice. Unfortunately, last season the team crashed out of Serie A, taking last place there. But it is not important. You look at the form.",2
25,"In Delaware, where Biden recently fell off his bike, they launched the #bidenbikechallenge. Jokers drive up to this significant place and fall there from their bicycles, or are already smeared on the asphalt. At this place they even left the inscription ""Joe fell here."" A kind of lifetime memorial. It's a pity that during Yeltsin's time no one thought of doing this and marking all the places where he fell. By the way, here is the idea for the vodka festival - Yeltsin-fest. From entertainment, arbitrary conducting of military bands, a toilet in an airplane model, shooting at a cardboard White House.",2
26,Dina Saeva-Basaeva was finally turned into Dua Lipa. Why - xs.,2
27,"Beloved Ferdinando Shanna and his Sicilian women, who could easily seduce an angel and a devil at the same time.",2
28,This is me after taking two Phenibut tablets and one Atarax at a time.,2
29,"Mickey Rourke, who bought more than one T-shirt with Putin, recently in an interview with Sobchak via zoom from some film studio where they shoot another advertisement for a bookmaker (now this is the only stable income for him) said that his attitude towards Putin, of course, has changed, and in general Zelensky is a block, and the brave Ukrainian people will not leave a single Russian alive. Well, it's annoying to hear this from someone who used to be a die-hard BB fan. I remember one story in this regard. The other day I did styling in a salon in the Tsvetnoy area. The administrator girl asks at the end if it is possible to capture the result for their insta. And this time I ran out of the house in a home shirt with Putin. Just in case, I say: maybe not worth it? Suddenly, half of your customers drop out? The sweet girl laughed at first, and then added: “Don’t worry, we can close Putin’s emoji.”",2
30,"I felt ashamed that my gym membership was idle. There, even an incomprehensible alien slime took over, and I'm still lazy.",2
31,"""Hey! Let me out of here! Hey! Hey! Let me out, I'm fucking suffocating here now, do you want this?!” Before his death, the Irishman recorded a message on a voice recorder and asked him to turn it on at the funeral to make his grieving loved ones laugh. As a result, the deceased’s minute speech ended with the words “I just wanted to say goodbye to you.” The last and very touching prank of the merry fellow. I really like the attitude of the Irish to death and to life too. To understand about death - see Calvary, about life - Once Upon a Time in Ireland. Both films by the same director, I rewatch when I am in some kind of impasse.",2
32,Listen strictly with headphones.,2
33,You've never seen such a Madonna. Photos of the shy girl were taken by her ex-boyfriend Dan Gilroy in 1979 in New York. Then Madonna was an aspiring dancer.,2
34,"In Naples, a nun interrupted the filming of the popular series. The devout woman was completely coming out with what the two actresses were up to: “What are you doing? Devil! Jesus! Joseph! and Maria! After trying to stop the two sinners, she hurried to read prayers for the salvation of their souls.",2
35,"Friends, today we order all kinds of tartars, open the best bottle of wine and celebrate the birthday of Benedict Cumberbatch in splendid isolation. And remember - either the best or nothing.",2
36,"Simple made a cool project - the first ""green"" guide Big Russian Wine. It contains wine routes around Russian cities, a list of restaurants with the best selection of Russian wines, a poster of interesting events and news of domestic winemaking.Simple loves the culture of wineries very much. All the best know: not only with excellent wine, but also where is an interesting owner, where are the best collections of contemporary art (there is such a trend - to make a mini-museum in the winery). .",2
37,"In all the latest photos, it seems that Konovalova has hemorrhoids and cannot sit.",2
38,Kostenko is trying with all his might to help a woman in a very difficult situation.,2
39,Original Dua and Puma. Inspired by old Puma classics.,2
40,"Somehow, the news passed me by that designer Philipp Plein and Lucia Bartoli had a son. I only remember discussing in different publics the “extreme” appearance of the new Plain girl. He commented on this - “Lucia is kind and has a cloud of different ideas about saving animals and nature. She is very moderately intelligent, to the very extent that she understands a man, but does not grieve from her mind and does not live with her mind, because the fate of a woman is to live in her body. And she lives with her body, even accepting numerous sufferings for the sake of exaggerated attractiveness. An iconic trend is that successful men choose only people who live in the body. By the way. Lucia reminded me of Jeff Bezos' new girlfriend.",2
41,Now that's some kind of necrophilia.,2
42,"An employee of the crew of the television series ""Law & Order"" was shot dead on the set in New York. The deceased was driving a car when an unknown person opened the door from his side and started shooting. After several shots to the face and neck, the man died. The perpetrator fled the scene. Very stupidly done. It is clear that in the next day the killer will be caught. I don't understand why you couldn't switch props, like with Baldwin, and just watch another actor do the job for you.",2
43,"It seems to me that at the age of 18 I was not as cheerful as this Alana Mamaeva at the minimum salary from Magnitogorsk at 60. Advertising attracts, of course. I even looked at how much a ticket to Magnitogorsk costs, but then I remembered how I got scared of melanoma a year ago and stopped sunbathing. Looking at my photos at the age of 16, I see the singer Nyusha or the heroine of the ""Moscow hangout 2007"".",2
44,"Nita Kuzmina exudes so much sex that she doesn't even need penises, her own leg can replace them.",2
45,"Cute Adele with her boyfriend in Sardinia. Adele opted for a £1,825 Loewe pajama-style satin suit for a yacht trip and completed the look with a £1,860 Saint Laurent raffia tote bag.",2
46,"Meghan Markle recently wore a new jumpsuit while walking around New York, and fans compared it to Kate Middleton's recent look at the Top Gun premiere. Only here Markle is wearing an ugly jumpsuit that sits like a bag and emphasizes her dwarfism, and Kate is a beauty.",2
47,"The University of Kansas is promoting the thesis that it is impossible to accurately determine the gender of the discovered skeletons. You cannot know exactly how a person defined himself. Maybe he generally defined himself through the feline gender. And among the ancient people, they say, there were even “non-binary personalities”, citing the remains with a male skeletal structure, but female jewelry as an example. Those who continue to take into account the biological sex of human remains are accused of intolerance with might and main. They are being forced to reclassify the skeletons according to modern 72 genders.",2
48,"Nice try, but not very convincing.",2
49,I can not get rid of the idea that the new woman Timati is Elena Borshcheva after tuning.,2
50,"Farewell to the socialite and the first wife of Donald Trump, Ivana, began in the USA. All Ivana Trump's relatives look very stylish, as at the next reception, which the deceased loved so much. Even invitations to the funeral were like a party - with a ""glamorous"" photo of Ivana. The event itself was called “The Celebration of Life”.",2
51,Who are you today?,2
52,The autist went into the pool and couldn't get out.,2
53,"The first trailer for the House of the Dragon series has been released. The events unfold 200 years before the Game of Thrones. The Targaryens rule the Seven Kingdoms and are on the brink of civil war. King Viserys shocked his subjects and declared his daughter Reynira his heir. However, after the birth of a healthy son, many want to make sure that the girl will never ascend the Iron Throne. Now, when the fate of the kingdom hangs in the balance, we will see the house built by the dragons and find out how they destroyed it. Premiere in Amediatek already on August 22. Recently reviewed the Game of Thrones. Jon Snow is too positive (without shades), it was a pity for the thoroughbred Cersei, Khaleesi was very infuriated, to whom everything went into her own hands throughout all the seasons, and the dwarf was generally well done and could take Surkov's place in the AP and steer our internal politics.",2
54,"Now, few people remember this first office romance of Brad Pitt. He met Shalaine McCall in 1987 on the set of the TV series Dallas. Brad and Shalaine's relationship ended as soon as he left the project a few months later. Shalain's acting career lasted only 5 years and ended in 1988. She does not communicate with journalists, twenty years ago they wrote that she works as a librarian and she has four children.",2
55,"My good friend was given a membership in the Skolkovo golf club for his anniversary. I decided to go to their website to see what kind of place. Maybe this kind of entertainment will appeal to you. Scenic views, beautiful shape, and men as a selection. For them, they just thought of an “individual” approach so that you can bring your mistress with you for a pleasant company. But the conditions say that you can take a “child” up to 24 years old. After all, it is not respectable for a self-respecting businessman to come to the field with some 25-year-old old lady.",2
56,Brad Pitt was inspired by Russian classics.,2
57,Unique original / pathetic parody,2
58,"Demna invited model Danielle Slavik, who worked with Cristobal Balenciaga in the 1960s, to participate in the show. After the show, Demna gave her a copy of her dream dress, created by Balenciaga in 1968. Very dramatic.",2
59,Bella Hadid in the lens of Elizabeth Porodina in the latest issue of Spanish Vogue.,2
60,Hailey Bieber for Sorbet.,2
61,Seryabkina's posts are the best advertisement for childfree.,2
62,Refutation in incriminating telegram channels of a hundred years ago.,2
63,"I want a clutch in the form of a dove from JW Anderson, but not that's all.",2
64,I don't need Instagram if Volochkova isn't there.,2
65,«You say I’m crazyI got you’re crazyYou’re nothin’ but aWomanizer»Их Волочкова.,2
66,Replayed and destroyed.,2
67,Guram Gvasalia is teasing a new lingerie collection.,2
68,"During the funeral of Ivana Trump, copies of the covers with her were placed around the church. Among them was the front page of Vanity Fair in 1992. Social networks noticed that in the original, in the corner of this cover, there was an announcement announcing Hillary Clinton's presidential ambitions. Apparently, they did not upset the already upset ex-husband.",2
69,"Kanye opened a YEEZY GAP store in Times Square. The opening looked like this: the buyers were simply dumped a bunch of clothes in bags. No hangers, shelves, racks, fitting rooms. The vibe of the good old Luzhniki.",2
70,"An employee of Balenciaga leaked Kanye West's client data, which says that in a year the singer spent $4,000,000 (225 million rubles) in Balenciaga. And on Julia Fox's birthday, which was celebrated at the Lucien establishment in New York, he gave her and all her friends Birkin bags (about 564 thousand rubles apiece). It looks like a show-off in the spirit of Armenian holidays in Sochi. Surely there was something similar at the wedding of the judge's daughter Khakhaleva.",2
71,The heroines of the new Miu Miu FW22 campaign are the tortured Sydney Sweeney and Emily Ratajkowski on difficult cabbage soup.,2
72,Mom: The guests are coming. Behave yourselfThe very guests from the threshold:,2
73,"Every time I stumble upon “news” about Dana Borisova somewhere, I am surprised how much we have in common.",2
74,"Denise Richards is my first love. I remember my jaw dropped when I saw her in Wild. I started a notebook where I described and even illustrated a million plastic surgeries that I would do when I was an adult in order to be like her (and another 15-year-old Brooke Shields). My heart is in pieces when I look at her latest photos of angry paparazzi. Apparently, Denise is a fan of ""natural aging"" and decided to ""leave everything as it is."" Perhaps her face was influenced by night marathons with Charlie Sheen, but it doesn’t matter. I will revisit Wildness once again and be surprised that Matt Dillon has not changed much - even in Trier's The House That Jack Built, he looks more or less the same.",2
75,"Alena Mikhailova will play Yankovsky's dog in the film ""Doggy"" by Vyacheslav Ross. It was presented at the pitching of artistic and experimental feature films at the Ministry of Culture. This will be a story about loneliness. The main character loses the dog, and with it the meaning of life. But then a strange girl appears on the threshold of his apartment, who says that she can play the role of a dog for money. It seems that one of ours has seen enough of Trier. Or Pasolini.",2
76,"In October 2010, French Vogue celebrated the 90th anniversary of its first issue. In honor of the anniversary, magazine editor Karine Roitfeld organized a costume ball in the mansion of the Pozzo di Borgo hotel. The event was inspired by Stanley Kubrick's legendary film Eyes Wide Shut. The masquerade party was named the best party of the decade.",2
77,When I understand that tomorrow is already Monday I am - 2 and 8. And then I remember that next week it is already the end of July - 1 and 9.,2
78,Siobhan and I turned on the TV for the first time in a long time and had a bad trip. She knew that it was not necessary to start drinking panther fly agarics on the advice of Epifantsev. There was also a Capricorn in the form of Baphomet. And all this is judged by the singer Valeria and the pregnant Todorenko.,2
79,"They write that Renee Zellweger will again play Bridget Jones. In the fourth part of the picture, Bridget will face the troubles of a young mother. The script for the new film was created with the participation of the author of the books about Bridget Jones Helen Fielding, some of the actors who played in the previous films will return to their roles. I remember how upset I was when in the third part she chose the amoebic Mr. Darcy (with all due respect to Firth), not Patrick Dempsey, who made me try to drown herself after his death in Grey's Anatomy. According to the book, Darcy must die in this part, but it is not clear whether the writers will literally follow the original source.",2
80,"In the photo, Ksenia is breathing deeply at the same time, dreaming and immersing herself in pleasant memories.",2
81,"Of course, I wanted to lose weight by the summer, but not like that.",2
82,"Because of Ben and J. Lo, we somehow began to forget another ideal couple, time-tested.",2
83,Abandoned sex hotel in Japan.,2
84,"Rabu hoteru love hotels are visited daily by hundreds of thousands of Japanese. These hotels have become one of the symbols of culture. They rarely come here with prostitutes and mistresses. The hotel rooms are rented by couples. Young families often live with their parents and even grandparents. Japanese couples, in order to be alone, have to retire to a special hotel. The competition among such hotels is huge, so their owners do not skimp on investing in interior design and the purchase of special equipment. Want to bring your soul mate to the hospital room? Or have you always dreamed of having sex in a subway car? Or in the classroom? By the way, spending the night in a fucking hotel is almost 2 times cheaper than in a regular one, and tourists often fill them up just to sleep off. I read today that the restaurateur Orlov sold almost all of his restaurants. I think it's an interesting idea for his new startup. And the need for such a holiday is growing in proportion to all the new difficulties that accumulate on the planet.",2
85,"And here is the first frame from the movie ""The Whale"" with Brendan Fraser. I recently read his interview and understood why the actor launched himself like that. During an interview with Fraser magazine, Brendan unexpectedly joined the MeToo movement. He admitted that he was a victim of sexual harassment when he was at the peak of his career. This happened at an event hosted by the HFPA (Hollywood Foreign Press Association, gives out Golden Globes). HFPA President Philip Burke literally grabbed his ass. Most likely it was ""for the sake of laughter."" But Frazier claims that Burke, taking advantage of the pandemonium, tried to get his hand into his crotch and grab his penis. Quote from the interview: “I was overwhelmed with panic and fear, I felt bad, I felt like a small child, I had a lump in my throat, I thought that I would burst into tears ...” Apparently, after this deep injury, Brendan Fraser does everything to stop being considered a sex object.",2
86,Elle Fanning and what seems to be the worst prank from Prada.,2
87,"Top made of bras, a cape in the form of a mask and a haute couture cat in the new collection of Renata's daughter. Such is now the emigrant fashion.",2
88,"Delightful shooting in beloved Greece. It's a pity, of all the Greek that I can now afford - meze and salad in Eve.",2
89,Hunter Thompson shaves Johnny Depp's head before filming Fear and Loathing in Las Vegas,2
90,"Hunter Thompson left of his own accord on February 25, 2005. He belonged to the rarest breed of total nonconformists. By plunging his heroes into ""drug dreams"", Thompson defended the right to contempt for everything human, the last such gesture was his decision to commit suicide. It was not in his nature to leave this world modestly. According to the writer's will, his ashes were fired from a cannon while fireworks rumbled in the sky. Johnny Depp took on the costs of carrying out the last will of the deceased. Three months later, the American magazine Rolling Stone published Thompson's last words, written in marker four days before his death. The note was titled: ""Soccer season is over."" No more games. No bombs. No walks. No fun. No swimming. 67. That's 17 years more than 50. 17 more than what I needed or wanted. Boring. I'm always mean. No fun for anyone. 67. You become greedy. Act your age. Relax - It won't hurt.",2
91,"Many have already discussed this photo shoot for American Vogue. For some reason, family PR people made a completely inappropriate statement by Elena Zelenskaya about the fact that a special military operation strengthened their marriage. According to her, she and her husband ""became more interested in each other."" The wife of the President of Ukraine also expressed the hope that the military conflict will unite their relationship. One gets the impression that for them the hardships of the country are, first of all, therapy for relationships and the opportunity to get on the cover of a gloss.",2
92,"This time, Oksanka did not particularly bother with her daughter's birthday. She simply cut tents and matching pajamas from Kim's stories. There is no time to think about what the children need. We need to think about new marathons and ways to sell cosmetics that corrode the faces of unfortunate underage fans.",2
93,Ana de Armas as Marilyn Monroe. The Cuban-Spanish actress is just perfection.,2
94,"Brad Pitt bought the most expensive house on the coast of California for $40 million. It was designed by the cult architect of the 20th century Charles Summer Green, and the famous American writer Daniel James lived in this house. It also became known earlier that Brad Pitt gave his ex-wife Jennifer Aniston a gift for The 50th anniversary of the mansion in Beverly Hills where they lived together: insiders reported this in May of this year, although this happened back in 2019. Aniston was very sorry that she had not bought the house, and Pitt decided to give her a mind-blowing gift for her anniversary. Brad became sentimental with age, so he was stabbed in the heart when the harmful Angie sold their property and vineyards.",2
95,"Textbook for the sixth grade of the Swiss school ""Your sexuality is your right."" I remember my first intimate experience in the fifth grade was the program ""Naked and Funny"", but I did not become an exhibitionist. So don't panic. By the way, please note that the relationship between a man and a woman and two women is presented in an interracial performance, and gay men are both white. Probably the Germans.",2
96,How does this dog look like Sveta Bondarchuk.,2
97,I'm really looking forward to the new Nolan movie. Here comes the trailer.,2
98,"John Travolta first began a relationship after the death of wife Kelly Preston, who passed away in 2020 due to goddamn breast cancer. With a beautiful wife, they managed to have three children, but, unfortunately, in 2009, the eldest son tragically died. Their daughter, who was called the “ugly duckling” in the media because of her greater resemblance to her father, lost a lot of weight and changed. John began a new romance with his longtime girlfriend and colleague in the film Who Would Talk, Kirstie Alley. Rumors were confirmed by the actor's best friend Bruce Willis, although he has little confidence with his dementia. The rapprochement of two no longer young people was served by a common interest - the study of Scientology. Kirsty admitted that she had feelings for John during their joint work in the cinema. In addition, she repeatedly defended John when the actor was accused of sexual harassment of men. Immediately, two masseurs said that John offered them sex. Then his former pilot announced an affair with Travolta. Kirsty called this information absurd, noting that she had known John for a long time.",2
99,"This is what I mean by motivation. Right now I am writing to the coach and canceling tomorrow's workout, open a bottle of wine, and then I go to eat tiramisu at loona.",2
100,Seriously? Compared a retired meth prostitute to Madonna.,2
101,How I think I look from the outside / how I really look.,2
102,"Kurban Omarov first, as if by chance, burned the correspondence where he reserves an expensive villa, now a screen from the Central Department Store. The dude is straining with all his might to show, they say, I have money, everything is fine with me. And the bare asses of cheap prostitutes are reflected in stoned eyes.",2
103,"Heidi Klum with her husband Tom and his brother Bill Kaulitz. I remembered how the guys looked in the already distant 2008 and felt sad. Personally, I really miss such a thing as subcultures. Now almost every girl from the age of 13 looks like a typical Patrick escort. Instead of self-expression, the heads of children are littered with objectification (there are no questions for boys, punks and skinheads are dying out, but nerds, role-players and gamers are still holding on). Instead of black lipstick or colored tights, stockings and a bra with the biggest push-up. But earlier, while you are going to throw out the garbage, you will meet everyone. By the way, I also considered myself a subculture, there was no official name, but it looked like this: I constantly painted like some corpse of a bride and listened to my beloved Taylor Momsen - the only normal character in Gossip Girl.",2
104,My spirit animal.,2
105,"The idea was this - competition. We were going to ride the train and Bee said we didn't need tickets. The one of us who fucks more men to the destination will get chocolates. But we did not take into account that the train departed from platform 9 and 3/4, which meant that instead of chocolates, we were waiting for a dragee with the taste of vomit.",2
106,Albuquerque now has statues of Walter White and Jesse Pinkman from the beloved TV series Breaking Bad.,2
107,"The coolest union - they have been together for 7 years. We met in 2015 in Ibiza, Tina had just turned 18 at that time. It is very joyful to follow their relationship, a cheerful and beautiful couple.",2
108,"Ex-wife's grave will help Trump save on taxes. A businessman is always a businessman, even when it comes to burying loved ones in the ground. Trump buried his first wife on his golf course: according to the law of the state of New Jersey, owners of cemeteries are exempt from paying taxes on real estate and personal property. True, the law does not specify at what number of burials a plot of land is considered a cemetery. So a huge golf course with a single grave would work too. Farewell, Ivana. And thank you for serving your husband's business empire one last time. Although, maybe not the last? Lawyers are smart people, they will probably come up with something else.",2
109,"Let's try to take a step in the same mood, or rather fly into a new day. By the way, does it fit in your head that they are the same age as Efremov (senior)? Although the son of Efremov also looks older than Brad Pitt.",2
110,"I also propose to rename the street in London where Khodorkovsky lives. Sounds cool, almost like Baker Street.",2
111,Today I am simultaneously a “broken” fantasy and rolled cabbage soup. What kind of dessert are you?,2
112,"British ELLE showed a new cover of the September issue. Singer Lizzo in Balenciaga scotch. Apparently, the option with Kim seemed to them not so body-positive, they decided to find someone bigger.",2
113,The London Zoo replaced a Siamese crocodile with a crocodile skin bag in its enclosure to draw attention to the devastating impact of the illegal wildlife trade around the world. An endangered crocodile was confiscated at a UK airport and handed over to London Zoo ZSL for educational use.” I wonder how Customs came up with the idea to give a confiscated crocodile bag to the zoo? Looks like some old LSD guys are working there.,2
114,"Members of ""A Just Russia - For Truth"" from Nizhny Tagil intend to buy and burn copies of Andre Aciman's book ""Call me by your name"" remaining on sale. The members of the party were asked about this in the local diocese of the Russian Orthodox Church in order to combat “LGBT propaganda”. However, the Real Tagil TV channel notes, the entire circulation has already been sold out. What a tragic fate the work has. Armie Hammer was kennelled, Chalamet turned into a male version of Zendaya, and the rest of the circulation was burned by Prilepins from Nizhny Tagil.",2
115,Updated flagship Chanel watch and jewelry boutique in Paris 😻,2
116,"The salty neo-pagan Pokrovsky suddenly decided that he was a Ukrainian and forced poor other people's children to play along with his fantasies (by the way, why are they hiding from the bombings in a barn in the video - does he imagine “archetypal Ukraine” like that? It smacks of racism). There is a backstage: how this bucket was filmed . And there, for some reason, they left a moment where the poor boy does not want to approach the insane Pokrovsky. He persuades him to sit on his knee, after which he says: “all the girls will take your autograph” (even Chikatilo and Michael Jackson did not lie so brazenly). As a result, the child barely takes his legs and falls to the floor with all his might, everyone around does not care. They took another boy. In another shot, Pokrovsky sings to his peer ""my daughter.""",2
117,How I present to my friends what happened to me: And how it really happened: (flip the screen),2
118,"Julia Fox, it turns out, released a book in 2016 with her personal photographs. The keynote is post-traumatic stress disorder. At the moment, its price on Amazon is from $ 2750, you can find it on hand for $ 2000. People pay that kind of money to see, for example, this.",2
119,"At one time, Princess Diana wore the same clothes to the gym to piss off the paparazzi. For identical photos they did not receive money.",2
120,"Amber Heard received an offer to star in porn for $ 10 million in order to somehow pay off Depp. She doesn’t have that kind of money, there are two ways out: either refuse to appeal the verdict (then Depp will not demand compensation), or declare herself bankrupt. Proud Hurd still wants to appeal the verdict. I think she will now receive more than one such proposal. By the way, where is our generous savior Abramovich? He usually pays in such cases.",2
121,How to stop looking at Irochka Shayk and do at least something useful today?,2
122,"The insidious Oksana was not too lazy to apply a filter to her half-muzzle, but Timati decided to show the girl to her multi-million audience without embellishment. As it is. But the best of all in the photo came out, as always, Djigan.",2
123,"Stifler's mom turned 60. In retirement, she began to savor her hectic intimate life, which came after the release of American Pie. I counted 200 partners, which they perceived as a sensation ... Although the same Burda has more in the hungriest month.",2
124,"For some reason, today I got up with such a mood.",2
