,message,category
282,In Google I found instructions on how to force 5Hz on a poppy,0
283,I'm sorry I don't get it(,0
284,"The people, if anyone needs a haircut, there is a friend. Tell me, will give you a discount. I myself go to him. Cuts accurately and well",0
285,"Xs, but it seems that it didn’t work yesterday",0
286,taxi from Odi to Dubkov at 1:15 p.m,0
287,this little one is creepy,0
288,You will be slapped with a discipline or whatever it is called if the guard catches,0
289,Has anyone recently been sick with covid in a hostel and left for self-isolation?,0
290,(we will not be in Russia),0
291,Oh my neighbor's post,0
292,Is he lost?,0
293,Disunity 😭,0
294,no one remembers the promotional code for pizza dryers for a free roll from 1000 rubles?,0
295,"Hooray, guys, cool news: A purifier will be installed in the coworking within a week 🤘🏻",0
296,Oooh hooray my edits have been made,0
297,"Like, it will be necessary to throw valentines there, and someone will carry them?",0
298,"There, with the whitefish, the department works until one in the morning",0
299,There is a mats test to test memory,0
300,Doesn't work anywhere,0
301,"From the bakery, the golden ring. Exit the station and go immediately to the left.",0
302,And the rules are hard and boring,0
303,"If someone gets sick on the stream, they close the group in which this person is, and the groups with whom they contacted",0
304,"Help that you can live in a hostel, in a free form",0
305,Does anyone have a plunger?),0
306,And gay people don't like being compared to bad people.,0
307,"And then I caught the virus, or the throat just accelerated the process that had already begun",0
308,"Dada, arrange a bath-steam room",0
309,"friends, can someone in building 1 give gum?)",0
310,"Of the normal ones, only the tape under the bridge",0
311,"hey, does anyone know the original?",0
312,🙏😔gad bless xse,0
313,It's up to you to negotiate with him,0
314,"Brothers, a strange request. I need to throw off 5 kopecks on the VTB card. Who can?)",0
315,"Comrade, yes, you have a GCD of the brain ... The king of the malatz, the bayare turns out bad",0
316,Guys please help,0
317,More suggestions?),0
318,"My hse-ad flies like a bitch, xs",0
319,There is a possibility that it will turn out in the hussar ballad on the 2nd floor in “my documents”.,0
320,is the castellan open today?,0
321,"I recently went there, it was simple to show qr, that is, in theory, you can show someone",0
322,"you need to remove the lenses, but the solution is fucked up",0
323,Bun game,0
324,Carefully so,0
325,Cardholder found. Left on guard 2 buildings,0
326,256 room in the 1st building - there is a projector,0
327,"fuck, and most importantly, fuck",0
328,Take me a vanilla cola please,0
329,"She's mine, I don't know anything",0
330,admin give alma,0
331,A few minutes to half an hour difference,0
332,come out to the music guys,0
333,143007 closer,0
334,"What are you doing here, how are you",0
335,"There is someone who will go to the pharmacy, or is already there",0
336,"well, it didn’t work out well, but the attempt was not bad, all the same, it was possible to make a larger list",0
337,The abbreviation is shorter :)):):):):)The size decides.,0
338,where is the oak tree?,0
339,"Can I have it here, please, I can't find it",0
340,I hope it will…………,0
341,It seems that in order to train so much that in a real situation it takes a lot of time to win against a knife,0
342,They have a good party...,0
343,Why not like Yennefer?,0
344,You're stuck at this stage of evolution,0
345,Are there no more oak trucks today?,0
346,"Well, it's probably too late",0
347,Infa weaving personally checked today,0
348,"If someone is going to order from ASOS, you can throw one thing to you 🙏",0
349,"I scored his number in the getkontakte (he just arrived in a jeep, I was embarrassed), then his name in Google",0
350,How are you guys?,0
351,4:19 Ask questions in the chat 4:20 Webinar is over,0
352,"Dude, who will sell the cappuccinatore?)",0
353,"@Azatik1000 How does Dubkov's flea market work? Do you have an ad in PM, and you send it to the channel?",0
354,To the duty officer of the first building mb to the post office?,0
355,"As far as I know, even for SCS you don’t need to change the policy",0
356,But maybe there you can help,0
357,"No problem, the main thing is to bring it)",0
358,Records norms,0
359,Welcome to the dubkov chat! Send purchase / sale announcements to the flea market: @dubki_baraholkaDasha Iskhakova,0
360,"As far as I know, you can move inside oak trees",0
361,Ibrat mr sergeli,0
362,OK thank you very much)),0
363,and in the first-aid post in 1k they give certificates of illness?,0
364,It looks like a hard worker at a construction site puts Kirkorov's song loudly,0
365,"I sit at 7, I hear them from above",0
366,this is my roommate,0
367,"Local found, threw",0
368,Availability of places property to end,0
369,And in the book you will have to put the accusative case,0
370,And now both are first.,0
371,Kina at 21:00 will not be,0
372,About bad uncles it was obvious that this was a joke,0
373,Updated several times and passed,0
374,oh this is what I need,0
375,"creating something is not a problem, the problem will be finding desktops and a venue",0
376,Official employment,0
377,are these your saves?,0
378,Or another swipe,0
379,can I then?🥺,0
380,"Okay, we'll look into it, thanks.",0
381,and in such cases it will be impossible to go to the duty officer in the oaks?,0
382,"Guys, hi, does anyone know if citizens of the Russian Federation can take exams in the tower remotely?\",0
383,It's true - and then October-November will come ...,0
384,don gonzalez man,0
385,"And then some lolis from the area come running, throw out the garbage and run away",0
386,"One dick for the organizers of events there, the legislation has changed in their direction",0
387,By driver's hour,0
388,"Guys, were the tickets for the Elk today already without a discount?",0
389,Hospital give and referral can give,0
390,maybe even voted for the code of ethics?,0
391,Lay an underground tunnel from each building to the top five,0
392,It could even be used as a bike club.,0
393,The CHI policy is valid for the whole of Russia,0
394,Suka I shout,0
395,"Well, of course, what's the couple tomorrow?",0
396,What can't @ibrat21 do?,0
397,Welcome to Silent Hill,0
398,kaif kaif kaif,0
399,I hope you understand,0
400,"No, this option won't work.",0
401,Is it available anywhere for free?,0
402,I especially liked the title for the video 😍,0
403,"no, because the goal of elective courses is so that everyone can create their own educational track, taking into account career plans and abilities",0
404,"guys, who can print 4 sheets? In return, I’ll treat you to a small pack of Mamba, where there are 6 sweets, well, or we’ll agree)",0
405,To be a shabes goy?,0
406,I heard they can be used well as an evidence base,0
407,"Lord, I'll get there one of these days, I'll make screenshots",0
408,The Queen of France will work with documents today,0
409,"They listen to drill, man",0
410,as many as 2 will be,0
411,This is a broken piece of adapter.,0
412,"What do you think, will they exchange the opened one for a noom with a check?",0
413,That she will be contacted for clarification,0
414,Better in company,0
415,Are you considering Moscow City up close?,0
416,And there is more fat than meat.,0
417,I hope this shit will be over by tomorrow,0
418,The decision to watch was spontaneous.,0
419,3k is there a sizhka? 2 things,0
420,Nope 😂 typo,0
421,Fame costs...,0
422,I hope you filled out the last google form online,0
423,let the meme be,0
424,people are different people,0
425,"well, not counting and not counting",0
426,"The guy from the bus in awesome glasses, I would draw you, write!🥺",0
427,It's easier to write a tg bot,0
428,Just come and party,0
429,Does anyone have a yoga mat? 🙏🏼Borrow/Buy,0
430,What medicines are needed?,0
431,I just don't need to hide my forehead anymore,0
432,And who has you,0
433,especially in the morning,0
434,but now without this garbage,0
435,Found already until 17:45 it works,0
436,Thanks dude for the warning,0
437,Shoot whitefish at brotherly any body but better 1-2,0
438,Buy two AA batteries,0
439,Always fucking sent with such a request,0
440,"Well, yes, but how else?",0
441,spit in the castle,0
442,Your fetishes are weird,0
443,"that is, they are now testing a fire drill without warning?)",0
444,I hope everything goes well :<,0
445,I'm actually looking for a person who will be in TT live on Tarot to lay out,0
446,Hahahaha it's a secret,0
447,so they offer airport express,0
448,And this is very painful,0
449,"Lord, why are the guitarists from the upper floors constantly unable to sleep at half past one😥😢😭",0
450,"3 building, no one is going to the store? or is it already there? need to buy cigarettes, would be very grateful 🥺",0
451,Sell ​​ice cream,0
452,like medical insurance,0
453,"Can the mattress be replaced in the hostel or do you have to buy it yourself? This spring will soon pierce through me, it seems",0
454,Especially with journalists yawns,0
455,Ibratotherapy is just for me,0
456,Does the hall work at 2k?,0
457,How long is the walk?,0
458,At what plan?,0
459,Medicine should be free,0
460,Now the nearest Wildberries item is Triumfalnaya,0
461,in the magnet across the road there is usually,0
462,"I don't care, I'm dying",0
463,Knife is the easiest to knock out,0
464,I want to sleep,0
465,"He's over 12 now, it won't work",0
466,"The guys from the house opposite the 3rd building lost a gray cat. if suddenly someone notices him - write to me, or pass it on to the guard of the third building",0
467,You are such an internet hero,0
468,"Dima, if you are so agile and light, then not everyone around you is like that) you should have learned to see beyond your own nose by the age of 19)",0
469,Go to the passport office as soon as possible,0
470,"There are probably a lot of pervaks here, because the options ""I believe I didn't feel"" will be the majority",0
471,But I'm not sure that these windows can be tightly closed ..,0
472,Is there anyone in the hostel who knows how to give an injection? doctors don't work just until February,0
473,put together 6 and 8,0
474,So evading and substituting concepts is a gift,0
475,Let's go bro,0
476,"Guys, does anyone have a sound card?",0
477,"It’s just impossible to endure with ends) And so, for convenience, then no matter what",0
478,"Well, I don’t agree, probably, but you can find cheap ones + _ norms, yes",0
479,"Yes, I poop at rallies",0
480,I have too much,0
481,Tomorrow doesn't work,0
482,damn it will be necessary to draw an arrow,0
483,"+, also there is no Internet And for a long time",0
484,Thanks!! shared yesterday,0
485,Sports oaks 💪🏻,0
486,Swap with another person so that you and your friend get into the same house,0
487,"In Shamrock, a girl from the student council takes care of this person.",0
488,"And I have 500 rubles from cash, and here 50,100,200 are drawn (((",0
489,Damn this is some kind of evolutionary chain,0
490,Not just Mac users,0
491,"what is the question? I'm talking about faith. Of course, it's up to everyone to decide. if I was sure, I would say so and give arguments",0
492,"Thank you, I would like someone from the third, so as not to strain much",0
493,"Listen well, real someone doesn't love me very much",0
494,oak trees print suspended color printing,0
495,Thematic discussion would be revived in the group,0
496,Will they pour something into the ground?,0
497,does anyone have tarot cards?) 3k,0
498,I said I'm not a lady,0
499,Roaming not working?,0
500,"Me and my companies like Dominos, ham and mushrooms, BBQ chicken",0
501,"Does anyone have this paper book on hand? Until November 8, give me a read. Guns, Germs and SteelJared Diamond book",0
502,it's probably like I'll sit down from the hostel),0
503,They even consult with me on repairs...,0
504,🦾🦾🦾fc forward,0
505,this is funny by the way,0
506,Don't you know a tattoo artist?,0
507,@ivan_petrov_228 another such joke and ban,0
508,"We know about the Internet in the second building, we decide",0
509,I only have complaints about the windows in Dubki. I want plastic ones.,0
510,for some reason there is no oak truck,0
511,Is there anyone in the oaks who cuts? Machine for 2 nozzles + transition between them,0
512,When everyone is still sleeping,0
513,"Well, it doesn't matter",0
514,Will you come?,0
515,3k is there a sharpener / black pen?,0
516,Seal them completely.,0
517,@burrydove you will do too,0
518,Hans Zimmer's hooters listen to them),0
519,"Well, everything is not so simple here",0
520,"No kidding, there is backgammon.",0
521,There 1 minute walk to the room,0
522,"Botalki, leisure rooms, etc.?",0
523,We have very high traffic in Pyater about GB,0
524,"And in general, something directly old-fashioned rarely happened",0
525,"Well, in general, hell catches normally",0
526,"From there, that I myself used the number plate sometimes",0
527,Taxi from the airport at 1.45.....,0
528,I think to wash my hair maybe with water from the kettle……,0
529,And why do buses really begin to arrive more often immediately before leaving the station,0
530,"And what can 100,500 denyak cost in general",0
531,*if only at 3*,0
532,Like slaves in the holds,0
533,I left mine with a friend,0
534,quit tobacco hack a joint,0
535,"So they don't seem to be limited, do they?",0
536,Alibi and Arsen,0
537,So since September 1st?,0
538,"By the way, they took pizza dryers, they deliver at night",0
539,"I'm sorry, I'm only joking towards bad people",0
540,which are now 6090,0
541,I live in the northeast outskirts of Morioh,0
542,"Well, the optimization was successful, I think",0
543,just out of curiosity: what is fp?,0
544,doesn't work there,0
545,Is it really a duck?,0
546,Our current cannot even write to the textbook,0
547,Specialist in all areas of life and master of sports in all sports,0
548,"Girls, are any of you here with medical training or intramuscular injection experience?",0
549,do we need to react?,0
550,"""It's better to be gay than a fag""",0
551,"Well, the conversation because of some driver. Very funny",0
552,so I change the file,0
553,damn this is bullshit,0
554,to all HSE students,0
555,"I say that there is a second saleswoman who alternates with her, and she doesn't give a fuck",0
556,"Well, so you probably don’t lie down for 6-10 hours of physiotherapy exercises",0
557,"Exper, is this?",0
558,Remind me where to look for a bus from a Slav,0
559,"She's disgusting, after her hair like stone",0
560,And I didn’t get more than 5% of the lectures,0
561,Yeah hahaha temporarily,0
562,Independently from,0
563,About the gyms,0
564,"Yes, soon we will be at the bottom of the ocean",0
565,"Most of the cafes don’t even deliver food to us, where are the rocks from?",0
566,"That eat the same dish, well, that",0
567,in perek there is a better choice of zhrachki and better quality,0
568,We ourselves will come,0
569,"In theory, you can contact the duty officer and ask for her phone number",0
570,We are watching movies! General chat https://t.me/joinchat/xUYZwIg8Mz04MWZihttps://t.me/dubki_afisha,0
571,"True, someone is lying under the porch",0
572,"There was no bus at 11:40, everyone went on a paid",0
573,"True, of course, but in Ukraine the media has the same trouble as in the Russian Federation",0
574,"if it is more convenient for someone to have their hair cut by Wednesday, write also @Kemper1979, if there are 2-3 more people, then on Wednesday it will probably also be possible",0
575,The quality of the party is passing,0
576,"Guys, is someone sick right now with a crown in oak trees? Please write to me",0
577,he lives there lol,0
578,"well, it's over now",0
579,You can hit there,0
580,I) just me with animation,0
581,How about a consultation? 😂,0
582,Has anyone got such garbage when connecting to hse-free with prescribed dns? How to treat it?,0
583,well i only have 3 but yes,0
584,https://www.youtube.com/watch?v=FQR4Cz45yIE Who really battled Oxy,0
585,"Pharmacy ""Be Healthy""",0
586,Let's live now,0
587,Why do some girls come?,0
588,Really interesting....,0
589,"well, up to 14 is just small15-17 medium but fu 18-22 big22+ huge",0
590,"Damn, Vlad, why don’t you find out about your flatmate)",0
591,I don't understand Roosevelt or Putin,0
592,For the projector,0
593,And there was one day,0
594,Vasoconstrictor aooooa,0
595,I wanted to see a lot of people in the yard👹👹👹👹👹,0
596,"I'm ready, if you want write",0
597,And who fumbles why the walls are drilled,0
598,foreigners don't seem to,0
599,Fuck a bag of baking powder for 300 rubles..,0
600,Where is it written in the manager's message?),0
601,he got up not too long ago,0
602,"Room 132 - all the desktops of the world and the best people, I'm not kidding!",0
603,so i have at least 2 names,0
604,yes they are delicious,0
605,"San, let's talk not with us",0
606,Anyway now,0
607,The gangsters in front of me trembled and bled,0
608,"Well, I orgal similar things and I know other orgs of similar things well",0
609,How it works,0
610,Shoot the whitefish 1k,0
611,Mom don't touch the snow...,0
612,You can even stretch the rubber to seal,0
613,Is the hall at 1k open today?,0
614,cold in summer,0
615,Aikido practiced,0
616,Or do the boots have a certain mode of operation?,0
617,luck just gives everyone the opportunity,0
618,"Candidates, come on, someone has to take on this burden!",0
619,And I'll run in the evening and pick up,0
620,I fucked the dock every time to open ...,0
621,Where can I buy stationery near Dubkov?,0
622,How it works,0
623,"In Moscow time, teeth can only be treated if there is a million money",0
624,"Yes, I'm talking about it",0
625,"Well, it's subjective, but no.",0
626,Zelensky is just now mobilizing the army,0
627,"why can’t everyone just move to empty sealed apartments in 1k and free those buildings to make there, for example, a greenhouse or a summer house",0
628,What are you. 600 people settled in 3 buildings,0
629,not too far to go to the doctor,0
630,What's the point of waking up before you start,0
631,"Well, finally in the spring, probably warm",0
632,"I have a machine, we can think of something",0
633,It's not about saving. What are you worried about? I will die from the fact that the point is pierced,0
634,Hold the bus slightly from oaks slightly,0
635,Useful thing when looking for some square,0
636,sad and unfair,0
637,"In Guantanamo, prisoners are tortured like this",0
638,In the tower they can probably,0
639,Can you go anywhere?,0
640,And is it generally useful? I got the impression that it’s better to find a house yourself than to rent in that residential complex,0
641,For whom did 112 come here ..,0
642,"What for? Ukrobourgeois fucked up, and there it remains to pick up everything by contractors",0
643,somehow difficult,0
644,try with a screwdriver,0
645,"I took it when the session, but with such prices, even with a drop in quality, I seriously think about the forgotten multicooker ..",0
646,and then girls always take guys to the hostel,0
647,"ok then, thanks!",0
648,so we will blow it up,0
649,Not singular.,0
650,I still have not been able to download a single movie in dubs,0
651,One photo is an adapter,0
652,"The attendants told me that on the 19th, foreigners were settling in",0
653,And corrected it for the wrong one,0
654,Intravenously no,0
655,I can and joined the trip to the store ...,0
656,Roads are closed,0
657,"Usually, when you issue a policy, they provide an opportunity to receive these certificates through them.",0
658,Where is the nearest tobacco open at this time🥺?,0
659,something that deserves more attention and respect,0
660,And how can you predict the movement of prices for Beethoven using these cards? Or any stocks?,0
661,Prank out of control,0
662,There are higher prices in terms of 3-4 people,0
663,he is now at the fkna debate,0
664,What happened? HSE-AD should work quite ok,0
665,Is it possible to somehow withdraw money from the trio?,0
666,And what exactly?,0
667,Emnip Fittipaldi and Regacconi,0
668,"Well, of course, it can be cheaper, but 200 is better, it seems to me, than walking for an hour in the dark along the highway",0
669,Run fools,0
670,7.8 is calculated from one 7.8,0
671,who has a plunger,0
672,Where is the medical office and how does it work?,0
673,"Well, if she is not completely distant, as I understand it",0
674,We rarely have all outlets stopped working.,0
675,especially in winter,0
676,"Guys who have already been vaccinated, do you know if SNILS is mandatory?",0
677,BROTHERLY DO,0
678,"well, the lack of American nuclear weapons anywhere would certainly help the mothers of conscripts in Chechnya",0
679,"Perhaps Dubki is not a sentence, but luck in this case",0
680,"Damn, it's hard, just got rid of it",0
