,message,category
10,"I have frizzy hair, the roots get greasy quickly, lose volume. And on the tip of many bloggers, I tried Batiste Original Dry Shampoo. We take and spray the shampoo from the level of the outstretched arm. It lies on the hair with a white coating, and the closer you spray it, the more the coating. I only apply the product to the roots. As you already understood, Baptiste is very dusty and leaves traces. In order for everything to be absorbed, you need to thoroughly massage everything into the hair, lifting it at the roots. Honestly - it's faster to wash your hair than to ""drive"" dry shampoo into your hair. Result Terrible. Hair becomes dry like wood. No lightness or looseness. And there is no shine. MOST IMPORTANT: After such a Dry shampoo, you want to wash your hair faster. The head itches and is terribly uncomfortable. Verdict: wash your hair more often.",2
11,"Before the panic has seized everything, a great opportunity to walk around the city, eat your favorite burgers and make a couple of cards. So, nice to meet you. Finally, you can imagine what I look like. And from my abundant make-up, you know that I test all the cosmetics I write about on myself. Your Jamila.",2
12,"As it turned out, many do not know the basic safety rules when buying cosmetics during a virus epidemic. I have put together a little instruction for you. Beauty rules while the coronavirus is raging: 1. Do not touch testers in stores. Generally none. Before you, lipsticks, shadows, powders could have been inflicted by carriers of viruses 2. Do not use beauty counters in stores, even if they are ready to make up and style you for free (see rule 1) 3. Buy cosmetics with sealed packaging 4. Order cosmetics online only with contactless delivery. Specify in the comments to the order or warn the courier to leave the package at the door and move away (this is normal). 5. Postpone manicures and pedicures. Often, salons are very small and you sit close to the master. If someone in the salon is infected, you will be infected too. It's okay if the nails have grown. You can remember your childhood and experiment with varnishes at home 6. Do not change cosmetics with your friends yet. No one is definitely immune from the virus. And remember: beauty does not require sacrifice.",2
13,"With closed borders everywhere, I barely made it home from sunny Istanbul. A sharp change in climate does not go unnoticed. My hands are terribly flaky and cracks appear. On the advice of my dermatologist, I have been using one cream for a long time - La Roche-Posay LIPIKAR BAUME AP +. This cream does not look like typical hand creams with a light consistency (such as ""Velvet Hands""). La Roche is very thick and dense. The composition is powerful and aimed at intensive nutrition, and not temporary hydration. Despite its density, it is absorbed in about two minutes. Very deeply nourishes. By myself I can say that the product restores at the cell level. As if the skin was pumped with the missing particles, and it was completely renewed. La Roche-Posay is multifunctional / suitable for hands, face and lip seam. And it is also suitable for babies with delicate irritated skin (tested on my daughter). P.S. The photo shows before and after using the cream.",2
14,"First 5000 subscribers! How quickly it happened ❤️ Thank you, unexpectedly for 3 weeks. Move on.",2
15,"Vivienne Sabo Cabaret is truly the most popular mascara today. And I decided to try the classic version. I'll start with the brush. The brush is small, silicone. There are no huge bristles here. It looks like a stick (and by the way, it is more convenient to paint with such a brush). It is convenient for her to paint both the upper and lower eyelashes. The limiter works great, there is never a huge amount of mascara on the brush and you can always make up as neatly as possible. The mascara perfectly lifts the eyelashes and gives them a bend. Leaves no lumps. The separation of the lashes is excellent. It does not imprint on the eyelid. There is also a minus. Minor, but still: the mascara dries for a very long time. God forbid you sneeze immediately after application! You will have smokey ice ready. And you don’t need to apply several layers either, there will be the effect of cheap false eyelashes. The durability, as I noticed, is average. In principle, she will withstand a little crying and even rubbing with her hand. Verdict: a bestseller has become a bestseller for a reason. You can take. Price - a penny: 215 rubles.",2
16,"Today the tale of a hair mask is Dax Botanical Oils Supergro Hair & Scalp Conditioner. I'll start with the composition: sweet almond oil, avocado, sunflower oil, sesame oil, wheat germ, cotton seeds. Also two extracts: jojoba seed, safrole dye extract. The first time I applied a mask after shampoo, but I did not like the effect. My hair became very greasy and had to be washed. The second time I already applied the mask before washing my hair, with the addition of coconut milk separately (you can use any oils, even olive oil). I applied the composition to the length of the hair, stepping back from the roots, hid it under polyethylene and a towel. I left it on for about an hour and then washed it off. Effect: Hair became soft, smooth. And most importantly: after several uses, I noticed that my hair falls out less. MINUS. The mask with normal use terribly greasy hair. You have to use it sometimes. The mask is good only for very dry and damaged hair. I have curly, oily, thin hair and the mask did not suit me",2
17,"There are a lot of scrubs. But the workers can be counted on the fingers. This is one of the really effective, while not particularly well-known Byphasse Soothing Face Scrub (Series of SPA-care at home). Really removes dirt, and even blackheads. Not all. But for a scrub at home - the result is excellent. Clean, fresh, radiant face. Created on the basis of thermal water with an admixture of rosehip and frankincense extract. The application is the simplest: apply to clean, damp skin and massage for 2-3 minutes. Clean, I mean after the initial cleansing. And rinse off with warm water. I repeat the procedure 1-2 times a week. Verdict: take it without hesitation. The price is reasonable - about 800-900 rubles.",2
18,"My prettiest lipstick ever. Here it is - Rouge Pur Couture The Slim from YSL. Rhombus shaped stick. Due to the unusual shape, applying lipstick on the lips is very convenient. The texture of the lipstick is soft and creamy. Not at all oily, but not dry either. We don't like it when lips roll into concrete. YSL turned out to be the golden mean for matte lipsticks. Another moment: with it visually, the lips look much plumper than they really are. After removal, it does not dry out the lips and does not tighten. Does not stain teeth. Pigmentation is high, and one layer will be enough. During the day, I usually don't even touch up. Verdict: must take. It costs from 2000 rubles.",2
19,"I really love trying new foundations and I buy them much more often than I use them. And today I’ll tell you about the tone from Guerlain L’essentiel natural glow. The manufacturer claims that the foundation is 97% natural ingredients, provides durability for 16 hours. Well, of course not! It's all nonsense. The durability is average, my skin is already oily by the middle of the day. Yes, it is light and weightless, it is not felt on the skin, it does not lie with a mask and film, it is not noticeable on the skin at all. It gives tone, but does not hide imperfections. Although the manufacturer says that it is suitable for all skin types, but no, it is more suitable for normal skin without visible imperfections. And before applying the tone on the face, you need to properly prepare the skin, moisturize it, otherwise it will emphasize all the peeling to you. The finish is matte-satin, while it seems to illuminate the skin from the inside, you can not use powder, as it gives a natural effect. Verdict: more invested in the design than in the composition. The jar gives aesthetic pleasure from use. For 3700 you can find the best option.",2
20,"Next in line is a face wash from the luxury brand Sheseido. Universal mousse 2 in 1 Sheseido Complete Cleansing Microfoam. Let's see what manufacturers promise us: -Deep cleansing of the skin. Yes - after the foam the skin becomes clean to the creak, but at the same time, pleasant to the touch. - Removal of permanent make-up. No, it does not wash off makeup cleanly, I had to wash it several times. For me, Holika Holika foam (I told you about it) does this much better. Ingredients: -Water from Japanese mineral springs Kirishima (contains magnesium and calcium) -Hydro-Wrap Vitalizing DE 7 complex (protects, moisturizes the skin, makes it smooth and gives radiance) Suitable for all skin types. The technique is simple: press dispenser 2 -3 times to squeeze the foam into the palm of your hand. I distribute it over the skin of the face with light movements. I rinse thoroughly. Verdict: Great for deep cleansing. It's not cheap, but the bottle is large and will last a long time.",2
21,"I use makeup bases quite often, today I will tell you about one of them - Benefit The pore fessional Pore primerOil-free balm, with a melting texture a bit like mousse. It glides on contact with the skin and spreads very easily. You need very little money, that's just the minimum, to achieve that same wow effect. The matting effect is enough for a long time. The product has a mild cosmetic aroma. Pore ​​Primer visibly tightens pores and hides fine lines, leaving skin smooth and soft. Suitable for all skin tones. I use it like this: I apply a thin layer of primer to clean, slightly moisturized skin. I distribute with patting movements from the center to the outer edges of the face and proceed to makeup. There is of course a minus - it emphasizes peeling. Verdict: In general, ""pore fessional"" deserves 5 points, it copes with its main function perfectly. The cost of 7.5 ml is $13",2
22,"TRESemme Repair and Protect Biotin Shampoo. By and large, this shampoo should cleanse, there should be no more requests for it. But the manufacturer's promises are fabulous: ""restores 2 years of damage in 1 application."" Promising. But no. It performs its main function in the form of cleansing perfectly. That's all. A big plus: after washing with this shampoo, the hair does not get tangled in a lump. During my test drive with TRESemme, the hair did not visually look any better. Verdict: an absolutely ordinary shampoo for the mass market. And he works out his 240 rubles with a bang, at least due to good cleansing. If you have oily scalp and hair, give it a try.",2
23,"This is a French beauty treat: Embryoliss Lait-Crème Fluide Moisturizing Milk Cream. A universal remedy if you like to smear with one jar from nose to toe. In the laziest periods, he replaces 5-6 creams for me for various purposes. For example: 1. Moisturizing face cream2. Body cream3. Hand cream4. And even a makeup remover! (True, very resistant make-up will not take)5. After sun lotion6. Lip balm7. Base for make-up 8. Cream for feet and heels9. After shave balm for men10. We make a light BB cream for every day, just adding a couple of drops of tonal 11 to the milk. Baby careVerdict: a worthwhile thing, take it. The price tag is about $36.",2
24,"As promised, today there will be something new. About 100% home care. A series of posts about cosmetics that I have been making at home from improvised products for a long time. It turns out no worse than store-bought cosmetics, and the process in captivity is wildly entertaining. Series 1. Turkish Coffee Scrub This is the simplest recipe of all possible. I drink a cup of my favorite Turkish coffee, and the remaining thick will not go to the scrub. Add 1 teaspoon of olive or coconut oil to the thick, and you're done. Apply to the face and scrub with massage movements. In parallel, you can do fortune-telling on divorces, but not necessarily. Leave it on your face for 3 minutes and wash it off. Then apply the usual care: serum, cream. Important: before you start dusting, steam your skin or take a shower, the effect will be much better. Repeat no more than 2 times a month Why coffee and olive oil? Coffee cleanses the skin of dead cells, stimulates blood circulation, removes pollution, and in general, makes the skin fresher. And the oil tightens pores, makes the skin smooth and velvety. Suitable for all skin types. Coffee should be fine to medium grind. Large particles injure the skin. And yes, you can not try instant coffee, there is no sense.",2
25,"Let's go for decoration. Liquid shadows NYX Lid Lingerie. I have shade 10 FAME & FORTUNE - it's a classic silver. And perfect for evening make-up. Liquid shadows on a gray base, mixed with small sparkles. When blending, a translucent coating is obtained between the shimmer and gloss. Very easy to apply, blends well and dries quickly. And now my personal life hack: you can use it as a highlighter and as a topper to create volume on the lips. Compared to ordinary dry shadows, they are very persistent. Do not roll, do not crumble. Make-up removal is also simple - wash off with facial cleanser or wipe with an ordinary micellar. There are a couple of disadvantages: slightly loose and sometimes fall into lumps. But you need to get used to them and everything will be ok. Verdict: good liquid shadows are not for space money - about 500 rubles.",2
26,"And today I will show ordinary Vaseline in a beautiful jar and for 2 thousand rubles. This is the best-selling LANEIGE night lip mask. Gel-cream consistency. It is easy to apply, completely envelops the lips with a greasy, but quite comfortable layer. There is no special stickiness. Yes, it moisturizes and softens lips well overnight. But the result is about the same as from ordinary vaseline from a pharmacy. I didn't see any cumulative effect. Moistened lips will remain for several hours after application, and then everything is new: hello Sahara. Verdict: by and large, for 2 thousand, the mask will do nothing magical for you.",2
27,"Hi all. Today's post-comparison: concealers from MAYBELLINE and MAC.1) Maybelline Instant Anti-Age The Eraser Eye. Pros: It fits very well on the skin, it is easy to blend, both with a sponge and with brushes. The concealer is self-locking. No need for troubles with powder, applied, distributed, forgot! It lays down well, does not clog into wrinkles, and does not dry the skin. Cons: absolutely unnecessary sponge on the head, it is inconvenient to use. Price: 500 rubles 2) MAC Pro longwear concealer cache-cernes. Pros: like all poppies, a very dense and resistant product, it will withstand even sports. Cons: Clogged in wrinkles. Dries the skin - after a few days, peeling appeared on my face. And it must be fixed with powder, otherwise it will flow (unlike Maybelline). The dispenser pours out a lot of product, you can get smudged. Separately, I note that MAC looks great in photos, like photoshop. Price: 1,900 rubles. Verdict: I left Maybelline for myself for every day, sometimes you don’t need to overpay for a brand.",2
28,"While we are all sitting at home here, it is impossible to visit a beautician - no one has canceled the care. In such conditions, it is important that it is competent and correct. It's cool that brands are increasingly doing this kind of thing: Lancôme launched on the website the opportunity to get a personal online consultation from the brand's leading beauty expert on care. A chat on the site is not just a bot, but a real expert with a relevant education who will help you choose individual care. And with the BEAUTYZZATHOME promo code, the brand gives a Genifique eye mask to all orders from 3000₽. By the way, it looks like a mask of Batman, well, or his girlfriend :) Verdict: let's go to select the perfect individual care.",2
29,"One of the most affordable serums in case you don't have 10k per jar. Elizavecca With Piggy Hell Pore Control Hyaluronic Acid 97% Serum for 680 rubles. Contains 97% pure hyaluronic acid! It could be called a concentrate if there were no other ingredients in the composition. Hyaluron is responsible for deep cleansing, so it is ideal for dry and dehydrated skin. In addition to hyaluronic acid, the serum contains: - Vitamin B3 - improves the protective function of the skin - Adenosine - anti-aging component - Allantoin - tightens pores, normalizes the production of sebum - Arginine is an amino acid, heals wounds, damage. Application is simple, like with all serums: after cleansing, apply 2-3 drops, and distribute. After 20 minutes you can already cream. Verdict: Serum moisturizes well. Doesn't slip under makeup. But that's all. Wrinkles will not smooth out, the tone will not even out. You can take the bottle as a temporary one until you save up for more effective serums. 680 rubles fulfills its exact.",2
30,"Now with an abundance of products, drawing beautiful “Instagram” eyebrows is very simple. For this effect, my favorite eyebrow pomade is Anastasia Beverly Hills Dipbrow Pomade. The texture is creamy, it is easy to pick up on the brush, it is also easy to apply on the eyebrows. Good pigment, so don't repaint. Applied evenly, without bald spots and lumps. Until it dries on the skin, it is very easy to blend. Freezes in a couple of minutes. Longevity is high - my eyebrows will be with me all day in any weather. It takes me 3-5 minutes to draw my eyebrows. Minus: the fondant hardens and sets very quickly. Therefore, if you leave spots, it will be very difficult to shade them (or remove them). Verdict: If you like expressive, graphic, reinforced concrete eyebrows - take it. I went. Price: from 1800 rubles.",2
31,"Hi all! For a long time there were no posts, I tested this bottle. Today we’ll talk about SOFTNER. Using Sheseido (Treatment Softener Internal Power Resist) as an example. What is a softner? If a tonic normalizes the pH balance of the skin after washing, then a softner is a vitamin cocktail for the face with exfoliating components. The product nourishes and gently removes the stratum corneum of the skin. It's alcohol-free. Therefore, after the softner, you can do without cream, if the skin is not very dry. I now have Sheseido. It moisturizes well, and after it I can go all day without cream. And a little smoothes small mimic wrinkles. The composition is saturated, I would even say Japanese: with all minerals, hyaluronic acid, collagens and citrus fruits, etc. I use it like this: I soak a cotton pad and distribute it on my face. Life hack: softner can be used as a mask. I moisten a few cotton pads and leave for 5 minutes.Verdict: A softner is needed in every bathroom. Shiseido price tag 3-4 thousand rubles",2
32,"I often set my makeup with powder, so on the test I have several of these products at once. Now this HALO powder from SMASHBOX. To begin with, the mechanism is very interesting. Inside there is a pressed product, by turning the case it is cut, as it were, which allows you to get exactly as much powder as you need. The idea is great. And then usually loose powders sin in that they are very easy to overdo it. The powder adapts to the native skin tone and practically does not stand out, while it removes oily sheen and fixes makeup so that it lasts a long time. There is no talc in the composition, which means that there are no pores and acne clogged to failure. But it is not suitable for girls with problem skin. This powder will definitely not hide imperfections. It is more needed to mattify and fix makeup. Verdict: To fix the make-up - yes. Hide flaws - no. Price: about 3500 rubles ($47)",2
33,"Hello everyone. Today I have a find for oily skin - MAC Fix + Matte Prep + Prime Fix. What is it for? To mattify oily skin. Suitable as a primer before makeup, and as a fixative after. The effect lasts for at least 6 hours for me. And his face does not look like a fat layer cake. I use the spray as follows: before use, shake well and spray at arm's length. As already mentioned, you can before and after applying makeup. The only downside is the bullet. It sprays too plentifully, small droplets form on the skin, which, when dried, turn into a plaque. You need to be very careful. Verdict: For oily and combination skin, a cool product. Cost: 2100 r. ($27)",2
34,"News from the category of ""goof off"". Cosmetic company Marble Lab, created by blogger Nastya Mironova, no longer belongs to her. After the breakup, the brand went to her ex-boyfriend Patrick Zilli. As far as I know, the business was originally owned by Patrick and was based on his money. And Nastya was only the face of Marble Lab. I wonder if the brand will survive, given that it is tied to Nastya's audience. Anyone who wants a body like Mironova's buys her cosmetics, her clothes and her fitness courses. I tried Marble Lab cosmetics, I can't say that these are unique products. Almost everything can be found analogues in the mass market at a price 5 times lower. But it was not cosmetics that were sold, but the “body” of Mironova. It will be interesting to see how Patrick gets out and whether the brand finds a new body. By the way, courses and sportswear Iron by mironova were left for Nastya, but it is also very unsteady there. It is dangerous to part with the former, having a multi-million dollar common business.",2
35,"The last thing about the section of the cosmetic brand Marble Lab. Subscribers are asking to add a second side. Here is Patrick's position. According to him, Nastya Mironova does not “gift” the brand, and as a result she will receive 15-20 million compensation.",2
36,"Hello everyone, this is Jamila. If you noticed, I stopped writing about homemade beauty recipes. The fact is that several colleagues felt that I was promoting homemade cosmetics, and the ingredients may not be safe for different skin types. I really appreciate your trust, and your health, so I immediately froze the rubric. And I took time to think it over. But I want to answer the claims, which are partially justified. All the ingredients of home recipes are only natural (honey, coffee, oil, etc.), tested on me many, many times, and a safe dosage is calculated. But even with all that, anyone can be allergic to any of these ingredients. You can also overdo it with the dosage or harm the skin. But, it seems to me, this also applies to ordinary cosmetic jars from stores. It’s better for you to decide for yourself whether to return the heading “homemade beauty recipes” or not. Poll below",2
37,"Before writing a review on a jar, I always look to see if other beauty bloggers have written about it. I always compare my feelings and results. The main thing is to trust the blogger and know that his reviews are honest. One of the honest bloggers in the beauty segment is Valya @accio_beauty. I met her quite recently. Valya works in the civil service for the first persons of the state during the day, and in the evening ... she writes a review on banks! She has many collections (which I don’t have), tips on caring for the body and hair. An amazing mixture of an official and a beauty blogger. I can say that I even learned about some products from her channel. Like, share https://t.me/accio_beauty",2
38,"My most stylish gloss is Karl Lagerfeld+ModelCo-Lip Light Gloss. A glossy nude in a very stylish bottle in the shape of Karl's bust and illuminated. There is a mirror on the case, f when opened, the backlight lights up. Thanks to this thoughtful design, you can apply gloss anywhere and at any time of the day. Light it up, look in the mirror, and you're done! By the way, the product is vegan - they made it together with the Australian vegan brand ModelCo. The texture is uniformly creamy. It applies well, comfortable to wear, I like to apply it in a thin layer. Moisturizes well, especially with regular use.Verdict: The king is dead, but his cause lives on! Discounted can be found for 1000r ($12)",2
39,"I am not a professional makeup artist, but I love doing make-up from an early age. Today I want to make a review of the cosmetics that I used for the look in the photo. So let's go: -Primer The POREfessional from Benefit (review on the channel) -Foundation foundation Guerlain Parure Gold (review on the channel) -ABH eyebrow pomade (review on the channel) -Contouring Smashbox Step-by-step countour kit -Eyeshadow ABH Jackie Aina+ Smashbox - Vivienne Sabo Cabaret Mascara (Channel Review) - Smashbox Halo Powder (Channel Review) - Inglot Blush - Jeffree Star Highlighter - Jeffree Star Lipstick For some products I have not had time to do a detailed review on the channel, I will fix it soon.",2
40,"Dior's Prestige line will soon release an updated lotion La Lotion Essence de Rose. In the updated lotion, the content of active ingredients has doubled, so, in theory, it can replace serums. The scientists of the brand have found that the skin spends the most resources on self-defense, and it has very few resources left to restore, as well as to absorb the beneficial components of creams and serums (it turns out that they work at half strength). To overcome this, the updated lotion is designed to improve the energy, water and lipid flow in the epidermis, as a result of which all subsequent care will work twice as efficiently. This is all in theory, how in practice - we'll see. The updated lotion Dior Prestige La Lotion Essence de Rose 2020 will be available in Japan from June 5, 2020.",2
41,"Hi all. Today vegan mascara Sephora Size Up Mascara. The first thing that catches your eye is the size. Here as much as 14 ml. Usually manufacturers produce carcasses with a volume of 10-12 ml. Brush. Nylon bristles of different lengths, twisted in a spiral. Convenient to use. Color-ultrablack. And then a complete disappointment. First, it stains the eyelids. Secondly, it is very easy to overdo it, the mascara is applied in a huge amount and as a result the eyelashes stick to each other so that it is difficult to separate. After a few hours, looking at the mirror you see a panda, the ink is peeling off. Verdict: The mascara doesn't even work out its 890 rubles.",2
42,"I'm in the telegram not so long ago, and so far subscribed to several channels. The most scandalous, there is definitely a ""woman's smoking room"". The name speaks for itself - washing the bones of all famous and interesting personalities. Often I do not agree with their posts and reasoning, but they definitely do not leave indifferent. I assume that the channel is run by several girls. From that and quarrelsomeness, scandalousness, directness. Everything that is inherent in women, but we are carefully trying to hide. It is not necessary to love a smoking room, but it is interesting to read: https://t.me/kureelka",2
43,"Have you heard of ""baking"" powder? Loose powder HUDA BEAUTY Easy Bake Loose Powder. Positioned as a ""baking"" product How to use? I do this: I apply powder after foundation and concealer and leave it on for 10 minutes. At this time, the powder is “baked” or, more simply, fixed on the skin. After that, I brush off the excess with a brush. Result: photoshop in real life. The powder has the lightest, weightless texture, dissolves on the skin without a trace. It stays on me well throughout the day, makeup does not need to be touched up. I also note the cons: I have a feeling that the powder slightly dries the skin, so Huda Beauty may not be suitable for very dry and sensitive skin. Another minus, it is problematic to apply to the wings of the nose and areas under the eyes. Verdict: If you want to have Photoshop at hand, then take it. The cost is about 2.5 thousand rubles ($40)",2
44,"Guerlain has updated its summer makeup collection with the Brazilian Club Makeup Collection Summer. It is inspired by Brazil and the atmosphere of Rio de Janeiro. The collection turned out to be small, it included: — Meteorites Guerlain Les Meteorites Brazilian Fizz Summer 2020 in a bright metal case, decorated with a braided pattern, like Brazilian bracelets. Meteorites in warm colors, with peach, golden-pink, lavender, green balls. Made using the ""star dust"" technology, the powder contains light-containing particles. — Bronzer blush for face and neckline Guerlain Terracotta Brazilian Beach Summer 2020: bronze, coral pink and golden shades — Compact blush Guerlain Brazilian Shimmer Blush Summer for a deep tan effect. A shade of clementine with an admixture of mother-of-pearl gold. The collection is already on sale, you can try it. Moreover, there are many fans of Guerlain bronzers and Terracotta.",2
45,"Beauty requires sacrifice, and if you thought it was only financial, then the analysis of the beauty market, alas, showed the opposite. The mistakes of doctors and individual craftswomen spoil the life and health of both glamorous #Tatler ladies and just ordinary people. It is imperative to protect and prevent this. The horrible ones worked and continue to work without licenses, at home, in terrible clinics and salons. If you want to know where you can’t take your Body Parts, subscribe: https://t.me/ChastiTela",2
46,"Huda has announced a new mascara. This is Huda Beauty's first mascara. As the name suggests, the Legit Double-Ended Mascara is a two-sided mascara. With two brushes. Promise to increase the volume, lengthening, lifting and curling eyelashes. Seven wonders of the world. Let's see how it turns out in practice.Instruction from the manufacturer:First, add volume to the eyelashes using the Volume side. Then add a few layers of ""Curl & Length"" to lengthen it. It is better to layer before the previous layer dries. In short, Huda is in his own style - he wants doll eyelashes for everyone, as in his tutorials. The mascara went on sale on May 20th.",2
47,"The coronavirus pandemic has brought us a new beauty term! Maskne. Yes, this is the appearance of rashes against the background of regular wearing of masks. The fabric rubs against the skin, the protective surface layer is broken, and iiii ... irritation appears. Also, dust, dirt, sebum collect under the mask, which leads to the multiplication of bacteria on damaged skin. This is how maskne appears - mechanical acne. How to prevent maskne? 1. Doctors recommend changing the mask more often, and if it is a reusable mask, then let it ventilate well (although what protection is there if you ventilate constantly?)2. Switch to very delicate products (foam or gel) for sensitive skin. It is better to take a light cream with glycerin and niacinamide in the composition. They will protect the superficial skin barrier. 3. Let the care completely absorb, about 20 minutes. Only then put on a mask.",2
